,raised_amount_usd,participants,is_first_round,round_companies,round_funds,round_angels,total_companies,total_funds,total_angels,total_raised,unique_investor,mapped_code,years_since,target
14688,299539.0,1,1,1,0,0,1,0,0,299539.0,1.0,3,0.0,0
14689,246560.0,1,0,1,0,0,1,2,2,7324440.0,1.0,3,2373.0,0
14690,6000000.0,1,1,0,1,0,0,1,0,6000000.0,1.0,13,-280.0,0
14691,,1,1,1,0,0,1,0,0,,1.0,3,181.0,0
14692,,2,0,0,0,2,0,0,2,,2.0,3,181.0,0
14693,,2,0,1,1,0,1,1,0,,2.0,3,630.0,0
14694,200000.0,1,1,0,0,1,0,0,1,200000.0,1.0,2,0.0,0
14695,,3,0,0,0,3,0,0,3,,3.0,3,273.0,0
14696,,1,0,0,1,0,0,1,0,,1.0,2,973.0,0
14697,250000.0,0,0,0,0,0,0,0,2,486485.0,,3,507.0,0
14698,123280.0,0,1,0,0,0,1,1,1,388780.0,,2,755.0,0
14699,110000.0,0,0,0,0,0,0,0,0,251323.0,,3,334.0,0
14700,100000.0,1,0,0,1,0,0,1,0,100000.0,1.0,3,546.0,0
14701,,6,1,0,6,0,1,6,0,,6.0,2,242.0,0
14702,2000000.0,0,0,0,0,0,0,0,0,2000000.0,,2,-8.0,0
14703,300000.0,0,0,0,0,0,0,0,0,300000.0,,2,273.0,0
14704,2000000.0,0,1,0,0,0,0,0,0,2000000.0,,4,365.0,1
14705,246560.0,2,1,0,2,0,0,2,0,246560.0,2.0,2,303.0,0
14706,1000000.0,2,0,0,2,0,0,2,0,1250000.0,2.0,3,546.0,0
14707,750000.0,0,0,0,0,0,0,0,0,750000.0,,3,546.0,0
14708,469674.0,0,0,0,0,0,0,0,2,956159.0,,3,507.0,0
14709,4000000.0,0,0,0,0,0,0,0,1,,,4,607.0,0
14710,,3,1,0,3,0,0,3,0,,3.0,3,0.0,0
14711,500000.0,0,1,0,0,0,0,0,0,500000.0,,3,91.0,0
14712,,0,1,0,0,0,0,0,0,,,4,0.0,0
14713,300000.0,0,1,0,0,0,0,0,0,300000.0,,3,-62.0,0
14714,100000.0,0,0,0,0,0,0,0,0,100000.0,,2,91.0,0
14715,700000.0,0,1,0,0,0,0,1,0,1400000.0,,2,3103.0,1
14716,,7,1,0,3,4,0,3,4,,7.0,3,546.0,1
14717,,0,1,0,0,0,0,0,0,,,3,456.0,0
14718,469674.0,2,0,0,2,0,0,2,0,469674.0,2.0,3,395.0,0
14719,100000.0,0,1,0,0,0,0,0,0,100000.0,,2,365.0,0
14720,30000.0,1,1,1,0,0,1,0,0,30000.0,1.0,3,0.0,0
14721,500000.0,6,1,0,2,4,1,2,4,512000.0,6.0,2,426.0,0
14722,500000.0,0,0,0,0,0,0,2,1,1000000.0,,2,1642.0,0
14723,,1,0,0,1,0,0,1,0,,1.0,3,267.0,0
14724,50000.0,0,0,0,0,0,0,0,0,50000.0,,13,-24.0,0
14725,1500000.0,2,0,0,2,0,0,4,0,2500000.0,2.0,3,456.0,0
14726,550000.0,5,1,0,2,3,0,2,3,550000.0,5.0,3,23.0,0
14727,2000000.0,11,1,0,3,8,0,3,8,2000000.0,11.0,3,487.0,1
14728,30000.0,1,1,1,0,0,1,0,0,30000.0,1.0,0,1246.0,0
14729,250000.0,3,0,1,1,1,1,1,1,250000.0,3.0,3,181.0,0
14730,1000000.0,0,1,0,0,0,0,0,0,1400000.0,,2,455.0,0
14731,10000000.0,0,1,0,0,0,0,0,0,10000000.0,,4,1276.0,0
14732,225000.0,1,0,0,0,1,0,0,1,225000.0,1.0,3,-11.0,0
14733,,1,0,1,0,0,1,0,0,,1.0,4,30.0,0
14734,265000.0,0,0,0,0,0,0,0,0,265000.0,,3,181.0,0
14735,,1,0,0,1,0,0,1,0,,1.0,4,2007.0,0
14736,650000.0,0,1,0,0,0,0,0,0,820000.0,,3,365.0,0
14737,224922.0,0,0,0,0,0,0,0,0,224922.0,,2,150.0,0
14738,20000000.0,3,0,0,3,0,0,5,0,25500000.0,3.0,5,546.0,0
14739,,1,0,0,1,0,0,12,0,,1.0,2,1642.0,0
14740,,1,1,0,1,0,0,1,0,,1.0,3,30.0,0
14741,800000.0,0,0,0,0,0,0,0,0,800000.0,,2,487.0,0
14742,1058240.0,0,0,0,0,0,0,0,0,1058240.0,,2,707.0,0
14743,13200000.0,1,0,0,1,0,0,1,0,13200000.0,1.0,6,2373.0,0
14744,100000.0,0,1,0,0,0,0,0,0,100000.0,,2,456.0,0
14745,625000.0,0,1,0,0,0,0,0,0,625000.0,,13,20.0,0
14746,1000000.0,1,0,0,1,0,0,1,0,1000000.0,1.0,4,-589.0,0
14747,1800000.0,1,1,0,1,0,0,2,0,2055949.0,1.0,5,365.0,0
14748,5000.0,0,1,0,0,0,0,0,0,5000.0,,3,0.0,0
14749,,3,0,1,1,1,1,1,1,,3.0,3,547.0,0
14750,3700000.0,1,1,0,1,0,0,3,0,4790000.0,1.0,5,1219.0,0
14751,10000.0,1,0,0,1,0,0,8,0,1127200.0,1.0,0,761.0,0
14752,,1,0,1,0,0,1,0,0,,1.0,3,0.0,0
14753,9000000.0,1,1,0,1,0,0,1,0,9000000.0,1.0,4,1556.0,0
14754,880530.0,1,1,0,1,0,0,1,0,880530.0,1.0,4,2012.0,0
14755,,1,0,0,1,0,0,1,0,,1.0,5,520.0,0
14756,,0,0,0,0,0,1,0,0,,,5,203.0,1
14757,1000000.0,0,0,0,0,0,0,0,0,1000000.0,,3,886.0,0
14758,400000000.0,1,0,0,1,0,0,1,0,400000000.0,1.0,0,1282.0,0
14759,2515800.0,3,0,0,3,0,0,5,0,,3.0,5,1435.0,0
14760,7250000.0,3,0,0,3,0,0,3,0,7250000.0,3.0,5,551.0,0
14761,800000.0,8,0,0,5,3,0,5,3,800000.0,8.0,4,217.0,0
14762,,4,1,0,4,0,0,4,0,,4.0,6,2743.0,0
14763,3600000.0,1,0,0,1,0,0,1,0,3600000.0,1.0,13,,0
14764,16000000.0,2,0,0,2,0,0,3,1,21500000.0,2.0,5,492.0,1
14765,10000000.0,0,1,0,0,0,0,0,0,10000000.0,,4,431.0,0
14766,251580.0,2,0,0,1,1,0,1,1,251580.0,2.0,3,26.0,0
14767,,1,1,0,0,1,0,0,1,,1.0,2,15.0,0
14768,4100000.0,2,1,0,2,0,0,2,0,4100000.0,2.0,5,,0
14769,177195.0,1,1,0,1,0,0,1,0,,1.0,3,493.0,0
14770,7500000.0,5,0,0,5,0,0,19,0,60500000.0,5.0,8,1954.0,0
14771,,0,0,0,0,0,0,0,0,,,3,187.0,0
14772,3750000.0,1,1,0,1,0,0,1,0,3750000.0,1.0,4,644.0,1
14773,314175.0,3,1,0,0,3,0,0,5,1314175.0,3.0,13,-99.0,0
14774,17500000.0,6,0,0,6,0,0,6,0,20636333.0,6.0,5,2013.0,0
14775,5530000.0,2,1,0,2,0,0,2,0,5530000.0,2.0,4,187.0,0
14776,2300000.0,3,1,0,2,1,0,4,4,3800000.0,3.0,5,644.0,0
14777,17593800.0,3,1,0,3,0,0,3,0,17593800.0,3.0,5,3078.0,0
14778,12500000.0,3,1,0,3,0,0,9,0,68790000.0,3.0,9,4206.0,1
14779,1515079.0,1,1,0,1,0,0,1,0,1515079.0,1.0,4,,0
14780,40000000.0,5,0,0,5,0,0,5,0,40000000.0,5.0,4,37.0,0
14781,28000000.0,3,0,0,3,0,0,3,0,28000000.0,3.0,7,1863.0,0
14782,2000.0,1,1,1,0,0,1,0,0,2000.0,1.0,5,386.0,0
14783,6325814.0,0,0,0,0,0,0,0,0,6325814.0,,7,2381.0,0
14784,3500000.0,1,0,1,0,0,2,0,2,3670000.0,1.0,4,962.0,0
14785,4500000.0,1,0,0,1,0,0,1,0,4500000.0,1.0,4,1285.0,0
14786,12000000.0,2,0,0,2,0,0,3,0,14000000.0,2.0,4,554.0,0
14787,125000.0,0,1,0,0,0,0,0,0,125000.0,,3,61.0,0
14788,4500000.0,7,0,1,5,1,2,6,1,,7.0,4,555.0,0
14789,525000.0,0,1,0,0,0,0,0,0,525000.0,,13,,0
14790,1010960.0,2,1,0,1,1,1,2,2,1854110.0,2.0,2,921.0,0
14791,1500000.0,9,0,0,0,9,0,0,9,1500000.0,9.0,3,282.0,1
14792,100000.0,1,1,1,0,0,1,0,0,100000.0,1.0,3,11.0,0
14793,453000.0,2,1,0,2,0,0,2,0,453000.0,2.0,5,,0
14794,30400000.0,1,1,0,1,0,0,1,0,30400000.0,1.0,4,,0
14795,750000.0,1,1,0,0,1,0,0,1,750000.0,1.0,3,,0
14796,10100000.0,3,1,0,3,0,0,3,0,10100000.0,3.0,7,1288.0,0
14797,2000000.0,1,1,0,1,0,0,1,0,2000000.0,1.0,13,1288.0,0
14798,16000000.0,4,0,0,4,0,0,11,0,36800000.0,4.0,6,1168.0,0
14799,2200000.0,1,1,0,1,0,0,1,0,2200000.0,1.0,4,1137.0,1
14800,23500000.0,2,0,0,1,1,0,2,1,26250000.0,2.0,5,-173.0,0
14801,10000000.0,3,1,0,3,0,0,3,0,10000000.0,3.0,5,,0
14802,3140000.0,2,1,0,2,0,1,2,0,4610000.0,2.0,5,3479.0,0
14803,3140000.0,2,1,0,2,0,1,4,0,7750000.0,2.0,5,3479.0,0
14804,47800000.0,1,0,0,1,0,0,16,0,224850000.0,1.0,7,,1
14805,3014998.0,2,0,0,2,0,0,2,0,6162998.0,2.0,4,3115.0,1
14806,2640000.0,0,0,0,0,0,0,0,0,2640000.0,,3,1654.0,0
14807,38500000.0,2,1,0,2,0,0,2,0,38500000.0,2.0,4,2385.0,0
14808,5000000.0,5,0,0,5,0,0,14,0,34000000.0,5.0,6,2385.0,0
14809,2800000.0,4,0,0,4,0,0,9,0,14000000.0,4.0,6,4941.0,0
14810,8000000.0,2,0,0,2,0,0,5,0,15600000.0,2.0,5,1289.0,0
14811,,1,1,0,1,0,0,1,0,,1.0,4,589.0,0
14812,1500000.0,6,1,0,2,4,0,2,4,2383000.0,6.0,3,1381.0,0
14813,325000.0,0,1,0,0,0,0,4,0,12357216.0,,13,2385.0,0
14814,9000000.0,3,0,0,3,0,0,3,0,9000000.0,3.0,4,,0
14815,9000000.0,2,0,0,2,0,0,2,0,9000000.0,2.0,6,1655.0,0
14816,510000.0,2,1,0,2,0,0,2,0,510000.0,2.0,4,,0
14817,6000000.0,3,0,0,3,0,0,5,0,13000000.0,3.0,5,1382.0,0
14818,15000000.0,4,1,0,4,0,0,8,2,20000000.0,4.0,5,408.0,0
14819,35000000.0,4,0,0,4,0,0,8,0,59000000.0,4.0,5,1290.0,0
14820,60000000.0,1,1,0,1,0,0,1,0,60000000.0,1.0,4,3116.0,0
14821,109000000.0,11,0,1,10,0,2,30,0,234720000.0,11.0,9,,1
14822,10000000.0,3,0,0,3,0,0,6,0,18000000.0,3.0,5,1655.0,0
14823,9000000.0,3,0,0,3,0,0,5,0,12973319.0,3.0,6,2386.0,0
14824,1000000.0,9,0,0,4,5,0,4,5,1000000.0,9.0,4,1052.0,0
14825,15000000.0,6,1,0,6,0,0,6,0,15000000.0,6.0,7,2751.0,1
14826,5500000.0,4,0,0,4,0,0,5,0,7000000.0,4.0,5,1069.0,0
14827,15000000.0,3,0,0,3,0,0,4,2,20000000.0,3.0,5,1030.0,0
14828,2500000.0,3,0,0,3,0,0,12,0,12000000.0,3.0,13,,0
14829,,0,1,0,0,0,0,0,0,,,2,409.0,0
14830,500000.0,11,0,1,6,4,1,6,4,500000.0,11.0,3,195.0,0
14831,1000000.0,0,1,0,0,0,0,0,0,1000000.0,,3,470.0,1
14832,,1,0,0,1,0,0,3,0,,1.0,5,2387.0,0
14833,200000.0,1,0,0,0,1,0,0,1,200000.0,1.0,2,195.0,0
14834,106000000.0,6,0,2,4,0,2,6,0,146000000.0,6.0,5,5674.0,0
14835,1940000.0,1,1,0,1,0,0,1,0,1940000.0,1.0,5,2752.0,0
14836,1550000.0,3,0,0,3,0,0,3,0,2840000.0,3.0,4,602.0,1
14837,520000.0,0,1,0,0,0,0,0,0,520000.0,,11,560.0,0
14838,2000000.0,1,1,0,1,0,0,1,0,2000000.0,1.0,4,4213.0,0
14839,9000000.0,0,1,0,0,0,0,0,0,24500000.0,,8,4944.0,0
14840,,1,1,0,1,0,0,1,0,,1.0,3,106.0,0
14841,6300000.0,4,1,0,4,0,0,4,0,6300000.0,4.0,6,3849.0,0
14842,940261.0,1,1,0,1,0,0,1,0,940261.0,1.0,4,1718.0,1
14843,800000.0,0,1,0,0,0,0,0,0,800000.0,,2,502.0,0
14844,3900000.0,0,0,0,0,0,0,0,0,10900000.0,,6,,0
14845,65108581.0,0,0,0,0,0,0,0,0,241108581.0,,7,1989.0,0
14846,,1,1,0,1,0,0,1,0,,1.0,5,,0
14847,12000000.0,4,0,0,4,0,0,9,3,17750000.0,4.0,5,929.0,0
14848,8900000.0,1,1,0,1,0,0,1,0,8900000.0,1.0,0,,1
14849,2700000.0,1,1,0,1,0,0,2,0,11187700.0,1.0,6,2391.0,1
14850,1690000.0,1,1,0,1,0,0,1,0,1690000.0,1.0,4,2025.0,0
14851,12200000.0,1,1,0,1,0,0,1,0,12200000.0,1.0,4,,0
14852,5000000.0,3,0,0,3,0,0,5,1,7000000.0,3.0,5,2025.0,0
14853,3240000.0,1,1,0,1,0,0,1,0,3240000.0,1.0,5,,0
14854,1000000.0,2,0,0,2,0,0,4,0,,2.0,13,564.0,0
14855,6000000.0,2,0,0,2,0,0,2,0,6000000.0,2.0,4,564.0,0
14856,30000000.0,2,0,0,2,0,0,4,0,57000000.0,2.0,6,3450.0,1
14857,1245000.0,1,1,1,0,0,2,1,0,1375000.0,1.0,4,1145.0,0
14858,8000000.0,1,0,0,1,0,1,6,0,18200000.0,1.0,6,810.0,0
14859,35000000.0,4,0,0,4,0,0,4,0,35000000.0,4.0,7,5314.0,0
14860,10500000.0,9,0,0,4,5,0,4,5,10500000.0,9.0,4,-134.0,0
14861,750000.0,1,1,0,0,1,0,0,1,750000.0,1.0,4,200.0,0
14862,5100000.0,0,1,0,0,0,0,1,0,12600000.0,,13,931.0,0
14863,2000000.0,2,1,0,2,0,0,2,0,2000000.0,2.0,5,1296.0,0
14864,192660.0,3,1,1,1,1,1,1,1,192660.0,3.0,3,200.0,0
14865,3000000.0,5,1,0,5,0,1,13,0,85381111.0,5.0,6,1661.0,1
14866,1200000000.0,0,1,0,0,0,0,0,0,1200000000.0,,13,,0
14867,3000000.0,0,1,0,0,0,0,0,0,3000000.0,,4,,0
14868,5500000.0,3,0,0,1,2,0,2,2,,3.0,4,566.0,0
14869,8000000.0,3,0,0,3,0,0,3,0,8000000.0,3.0,4,566.0,0
14870,12000000.0,3,0,0,3,0,0,6,4,24400000.0,3.0,6,1662.0,0
14871,10000000.0,1,0,1,0,0,1,0,0,10000000.0,1.0,6,-9.0,0
14872,5750000.0,2,0,0,2,0,0,3,6,7950000.0,2.0,6,674.0,0
14873,1000000.0,2,0,0,2,0,0,7,4,1570000.0,2.0,4,385.0,0
14874,6500000.0,4,0,0,4,0,0,10,4,13500000.0,4.0,4,1177.0,0
14875,15000000.0,8,1,1,7,0,1,12,0,38700000.0,8.0,7,,0
14876,8000000.0,2,0,0,2,0,0,2,0,8000000.0,2.0,4,385.0,0
14877,9000000.0,4,0,2,2,0,2,2,0,9000000.0,4.0,4,476.0,0
14878,,1,1,0,1,0,0,1,0,,1.0,4,992.0,0
14879,6852006.0,0,0,0,0,0,0,0,0,6852006.0,,11,1663.0,0
14880,24000000.0,2,0,0,2,0,0,2,0,24000000.0,2.0,4,,0
14881,600000.0,0,1,0,0,0,0,1,0,650000.0,,3,139.0,0
14882,5000000.0,1,0,0,1,0,0,1,0,5000000.0,1.0,4,11313.0,0
14883,3000000.0,2,0,0,2,0,0,4,1,11600000.0,2.0,5,2028.0,0
14884,,0,1,0,0,0,0,0,0,,,3,751.0,0
14885,2100000.0,0,0,0,0,0,0,0,0,2100000.0,,4,567.0,0
14886,19900000.0,1,0,0,1,0,1,1,0,34900000.0,1.0,0,1298.0,0
14887,2860748.0,0,0,0,0,0,0,0,0,2860748.0,,4,264.0,0
14888,2740000.0,0,0,0,0,0,0,0,0,2740000.0,,11,203.0,0
14889,,1,1,0,1,0,0,1,0,,1.0,3,315.0,0
14890,500000.0,1,0,0,1,0,0,1,0,500000.0,1.0,3,1056.0,0
14891,13000000.0,6,0,0,6,0,0,6,0,13000000.0,6.0,6,2395.0,0
14892,6161968.0,1,1,0,1,0,0,1,0,6161968.0,1.0,4,713.0,0
14893,5000000.0,1,0,0,1,0,0,1,0,5000000.0,1.0,4,1664.0,0
14894,9000000.0,3,0,0,3,0,0,3,0,9000000.0,3.0,4,570.0,0
14895,3278247.0,0,0,0,0,0,0,0,0,3278247.0,,13,,0
14896,6000000.0,0,1,0,0,0,0,2,0,46000000.0,,13,4589.0,0
14897,18000000.0,3,0,0,3,0,0,4,0,21000000.0,3.0,5,567.0,0
14898,32000000.0,5,0,0,5,0,0,8,0,50000000.0,5.0,5,937.0,0
14899,51724000.0,7,0,0,7,0,0,7,0,51724000.0,7.0,6,,0
14900,1200000.0,0,1,0,0,0,0,0,0,1200000.0,,2,539.0,0
14901,6190000.0,1,1,0,1,0,0,1,0,6190000.0,1.0,4,937.0,0
14902,1000000.0,7,0,0,7,0,0,7,0,1000000.0,7.0,3,785.0,0
14903,975000.0,10,0,0,4,6,0,4,6,975000.0,10.0,2,206.0,0
14904,23700000.0,6,0,0,6,0,0,16,0,83200000.0,6.0,7,1486.0,0
14905,11625112.0,0,1,0,0,0,0,0,0,11625112.0,,4,1182.0,0
14906,5500000.0,2,1,0,2,0,0,2,0,5500000.0,2.0,5,1667.0,0
14907,15000000.0,3,0,0,3,0,0,8,0,31700000.0,3.0,6,2032.0,1
14908,13836170.0,0,0,0,0,0,0,7,0,65560170.0,,0,,0
14909,8800000.0,2,0,0,2,0,0,10,0,22400000.0,2.0,5,2236.0,0
14910,3000000.0,1,0,0,1,0,0,1,0,3800000.0,1.0,4,938.0,0
14911,12381350.0,2,1,0,2,0,0,3,1,16297850.0,2.0,5,878.0,0
14912,5000000.0,2,0,0,2,0,0,4,0,6000000.0,2.0,5,2308.0,0
14913,250000.0,2,0,0,1,1,0,1,1,465000.0,2.0,4,26.0,0
14914,6000000.0,0,0,0,0,0,0,2,0,26700000.0,,13,1668.0,0
14915,29500000.0,3,0,0,3,0,0,5,0,38500000.0,3.0,6,2399.0,0
14916,3500000.0,1,1,0,1,0,0,2,0,,1.0,4,299.0,0
14917,7500000.0,1,0,0,1,0,0,6,0,14600000.0,1.0,5,1451.0,0
14918,12100000.0,2,0,0,2,0,0,2,0,12100000.0,2.0,4,4226.0,0
14919,7000000.0,1,0,0,1,0,0,1,0,7000000.0,1.0,4,1304.0,0
14920,12600000.0,5,0,0,5,0,0,17,3,62600000.0,5.0,7,3861.0,1
14921,,1,0,0,1,0,0,5,0,,1.0,6,1669.0,0
14922,10000000.0,4,1,0,4,0,0,6,0,20000000.0,4.0,5,1304.0,0
14923,4000000.0,0,0,0,0,0,0,0,0,27558508.0,,11,11531.0,0
14924,3000000.0,5,0,0,4,1,0,5,3,6600000.0,5.0,7,1184.0,0
14925,,0,1,0,0,0,0,0,0,,,4,,1
14926,1400000.0,0,1,0,0,0,0,0,0,1400000.0,,11,574.0,0
14927,100000000.0,1,1,0,1,0,0,1,0,100000000.0,1.0,4,28.0,0
14928,500000.0,1,0,0,1,0,0,1,0,500000.0,1.0,4,2401.0,0
14929,,1,1,0,1,0,0,1,0,,1.0,4,920.0,0
14930,130280.0,0,1,0,0,0,0,0,0,388147.0,,3,324.0,0
14931,400000.0,2,1,0,0,2,0,0,2,400000.0,2.0,3,133.0,0
14932,1600000.0,7,0,0,4,3,0,4,3,1600000.0,7.0,3,394.0,0
14933,6100000.0,4,0,0,4,0,0,9,0,10764244.0,4.0,5,2767.0,0
14934,3625000.0,3,1,0,1,2,0,1,2,5665000.0,3.0,4,210.0,0
14935,500000.0,0,0,0,0,0,0,0,0,9000000.0,,13,4593.0,0
14936,10000000.0,3,0,0,3,0,0,5,0,17600000.0,3.0,6,575.0,0
14937,7976536.0,0,0,0,0,0,0,0,0,7976536.0,,11,2767.0,0
14938,,1,0,1,0,0,1,0,0,,1.0,3,943.0,0
14939,624171.0,5,0,1,0,4,1,0,14,1643082.0,5.0,2,243.0,1
14940,2000000.0,8,1,0,3,5,0,6,11,2800000.0,8.0,4,1065.0,0
14941,60000.0,1,1,0,0,1,0,0,1,60000.0,1.0,3,-243.0,0
14942,32570.0,1,1,1,0,0,1,0,0,32570.0,1.0,2,417.0,0
14943,,2,0,0,2,0,0,2,0,,2.0,3,,0
14944,800000.0,1,0,1,0,0,2,0,0,1500000.0,1.0,13,943.0,0
14945,2606.0,1,1,1,0,0,1,0,0,2606.0,1.0,2,,0
14946,,1,1,1,0,0,1,0,0,,1.0,3,92.0,0
14947,1000000.0,0,1,0,0,0,0,0,0,1500000.0,,3,912.0,0
14948,770000.0,6,1,1,2,3,1,2,3,770000.0,6.0,3,212.0,1
14949,600000.0,0,0,0,0,0,0,0,0,600000.0,,3,25.0,0
14950,325000.0,0,0,0,0,0,0,0,0,1075000.0,,2,883.0,0
14951,180000.0,0,1,0,0,0,0,0,0,180000.0,,3,61.0,0
14952,,0,0,0,0,0,0,0,0,,,2,-196.0,0
14953,13000.0,1,0,1,0,0,1,0,0,13000.0,1.0,3,396.0,0
14954,500000.0,1,0,0,0,1,0,0,2,600000.0,1.0,2,518.0,1
14955,18000.0,1,0,1,0,0,1,0,0,18000.0,1.0,3,326.0,1
14956,750000.0,7,0,0,1,6,0,1,7,,7.0,3,591.0,0
14957,150000.0,0,0,0,0,0,0,0,0,450000.0,,2,943.0,0
14958,600000.0,0,1,0,0,0,0,0,0,600000.0,,3,7458.0,0
14959,5000000.0,0,0,0,0,0,0,0,0,5000000.0,,13,-153.0,0
14960,,1,0,1,0,0,1,0,0,,1.0,3,212.0,0
14961,250000.0,0,1,0,0,0,0,0,0,250000.0,,3,31.0,0
14962,,0,0,0,0,0,0,0,0,,,4,-325.0,0
14963,400000.0,1,0,0,0,1,0,0,1,400000.0,1.0,2,122.0,0
14964,18000.0,1,1,1,0,0,1,0,0,343000.0,1.0,3,233.0,0
14965,100000.0,0,1,0,0,0,0,0,0,150000.0,,0,896.0,0
14966,12000.0,1,0,1,0,0,1,0,0,12000.0,1.0,3,54.0,0
14967,800000.0,5,0,0,2,3,1,2,3,850000.0,5.0,3,577.0,0
14968,,1,0,0,1,0,0,2,7,,1.0,3,487.0,1
14969,150000.0,1,0,1,0,0,2,0,0,165000.0,1.0,4,,1
14970,,0,1,0,0,0,0,0,0,,,3,-45.0,0
14971,45000000.0,2,1,0,0,2,0,0,2,45000000.0,2.0,3,0.0,0
14972,350000.0,2,1,0,0,2,0,0,2,350000.0,2.0,3,0.0,0
14973,,0,0,0,0,0,0,0,0,,,3,142.0,0
14974,,1,1,1,0,0,1,0,0,,1.0,3,0.0,0
14975,100000.0,1,1,1,0,0,1,0,0,100000.0,1.0,2,487.0,0
14976,31209.0,1,1,1,0,0,1,0,0,31209.0,1.0,13,3134.0,0
14977,200000.0,1,1,0,0,1,0,0,2,400000.0,1.0,3,577.0,0
14978,,2,1,0,2,0,0,2,0,,2.0,3,212.0,1
14979,270000.0,1,1,1,0,0,1,0,0,270000.0,1.0,3,44.0,0
14980,814250.0,1,0,0,1,0,0,1,0,814250.0,1.0,3,1308.0,0
14981,16000000.0,0,0,0,0,0,0,0,0,16000000.0,,4,943.0,0
14982,15000000.0,4,1,0,4,0,0,8,0,30000000.0,4.0,6,1035.0,1
14983,,0,1,0,0,0,0,0,0,,,3,0.0,0
14984,32570.0,0,0,0,0,0,0,0,0,32570.0,,3,117.0,0
14985,,1,1,1,0,0,1,0,0,,1.0,3,,0
14986,1200000.0,2,0,0,1,1,0,12,9,24200000.0,2.0,6,1157.0,0
14987,469008.0,0,1,0,0,0,0,0,0,469008.0,,3,0.0,0
14988,1000000.0,2,1,0,0,2,0,0,2,1000000.0,2.0,4,-61.0,0
14989,1500000.0,0,0,0,0,0,0,0,0,1500000.0,,4,212.0,0
14990,100000.0,0,1,0,0,0,0,0,0,100000.0,,2,144.0,0
14991,,1,0,1,0,0,1,0,0,,1.0,3,426.0,0
14992,590000.0,9,0,1,3,5,1,3,5,590000.0,9.0,2,69.0,1
14993,100000.0,1,1,0,0,1,0,0,1,100000.0,1.0,3,0.0,0
14994,,1,1,1,0,0,1,0,0,,1.0,3,212.0,0
14995,15604.0,1,1,1,0,0,1,0,0,15604.0,1.0,3,0.0,0
14996,,8,0,0,3,5,0,3,5,,8.0,3,212.0,0
14997,500000.0,1,1,1,0,0,1,0,0,500000.0,1.0,3,212.0,0
14998,5000.0,0,1,0,0,0,0,0,0,5000.0,,3,61.0,0
14999,250000.0,0,0,0,0,0,0,0,0,400000.0,,2,,0
15000,25000.0,1,1,0,1,0,1,2,0,212000.0,1.0,3,2038.0,0
15001,150000.0,2,0,0,0,2,2,0,2,315000.0,2.0,4,,1
15002,3901066.0,5,1,1,4,0,1,10,1,10278515.0,4.0,5,1673.0,0
15003,156043.0,0,1,0,0,0,0,0,0,194527.0,,2,111.0,0
15004,156043.0,0,0,0,0,0,1,3,2,,,2,539.0,0
15005,195420.0,1,1,1,0,0,1,0,0,195420.0,1.0,3,-126.0,0
15006,180000.0,0,0,0,0,0,0,0,0,180000.0,,0,761.0,1
15007,,1,1,0,0,1,0,0,1,,1.0,2,167.0,0
15008,,5,0,0,3,2,0,3,3,,5.0,2,943.0,0
15009,,1,0,1,0,0,1,0,0,,1.0,3,121.0,0
15010,,0,1,0,0,0,0,0,0,,,2,,0
15011,1100000.0,1,0,0,1,0,0,1,0,1100000.0,1.0,3,0.0,0
15012,330000.0,2,0,0,1,1,0,1,1,330000.0,2.0,2,212.0,0
15013,20000000.0,2,0,0,1,1,0,2,2,25000000.0,2.0,5,334.0,0
15014,,0,1,0,0,0,0,0,0,,,2,0.0,0
15015,20000.0,1,0,0,1,0,0,2,0,30000.0,1.0,3,943.0,0
15016,650000.0,3,1,0,1,2,0,1,2,650000.0,3.0,3,212.0,0
15017,700000.0,1,0,1,0,0,1,0,0,700000.0,1.0,3,730.0,0
15018,,1,1,0,1,0,0,1,0,,1.0,12,1127.0,0
15019,1200000.0,1,1,0,1,0,0,2,0,1648560.0,1.0,3,730.0,0
15020,13000000.0,2,0,0,2,0,0,2,0,13000000.0,2.0,4,0.0,0
15021,,0,1,0,0,0,0,0,0,,,3,-31.0,0
15022,1300000.0,3,0,0,2,1,0,2,1,1300000.0,3.0,3,1157.0,0
15023,12000.0,1,1,1,0,0,1,0,0,12000.0,1.0,3,577.0,1
15024,500000.0,0,0,0,0,0,0,2,0,969674.0,,4,426.0,0
15025,100000.0,0,1,0,0,0,0,0,0,100000.0,,3,212.0,0
15026,65000.0,0,1,0,0,0,0,0,0,65000.0,,3,42.0,0
15027,,1,0,0,1,0,0,1,0,,1.0,4,,0
15028,,1,0,0,1,0,0,1,0,,1.0,4,212.0,0
15029,250000.0,0,1,0,0,0,0,0,0,350000.0,,2,-61.0,0
15030,,2,1,0,1,1,0,1,1,,2.0,2,212.0,1
15031,,1,1,1,0,0,1,0,0,,1.0,3,,0
15032,1740000.0,2,0,0,2,0,0,2,0,1740000.0,2.0,4,578.0,0
15033,115000.0,4,1,0,2,2,0,2,2,115000.0,4.0,3,244.0,0
15034,2550000.0,1,0,0,1,0,0,1,0,2550000.0,1.0,5,578.0,0
15035,,1,1,0,1,0,0,1,0,,1.0,3,213.0,1
15036,15000000.0,4,0,0,4,0,0,18,0,48700000.0,4.0,7,2345.0,0
15037,300000.0,5,0,0,2,3,0,2,3,300000.0,5.0,3,154.0,0
